Age,Gender,Region,Educational_Background,Technical_Skills,Experience_Level,Preferred_Job_Role,Salary_Expectation,Application_Source,Application_Status,Interview_Score,Certifications_Count
26.0,Male,North America,Mathematics,"SQL, PowerBI",10.0,BI Analyst,38272.38,Referral,Rejected,70.0,1.0
35.0,Non-Binary,North America,nan,"Excel, R",2.0,nan,78338.32,LinkedIn,Accepted,83.0,1.0
30.0,Non-Binary,Africa,Mathematics,"Excel, R",0.0,ML Engineer,81996.36,Company Website,Rejected,44.0,1.0
35.0,Female,nan,nan,"SQL, PowerBI",5.0,Data Scientist,91947.39,Job Portal,Rejected,53.0,
20.0,nan,Europe,Mathematics,"Python, SQL",3.0,nan,53496.39,nan,Accepted,83.0,1.0
35.0,Prefer Not to Say,nan,Arts,"Python, SQL",1.0,Data Architect,54189.07,nan,Pending,62.0,3.0
26.0,Non-Binary,Oceania,Arts,"SQL, PowerBI",,BI Analyst,59663.83,LinkedIn,Accepted,66.0,5.0
20.0,Non-Binary,South America,nan,"R, Excel",2.0,nan,67481.29,nan,Pending,99.0,0.0
35.0,Prefer Not to Say,Asia,Engineering,"R, Excel",5.0,Data Engineer,280000.0,Company Website,Accepted,62.0,4.0
26.0,Non-Binary,nan,Arts,"Python, SQL",0.0,nan,53183.5,Campus Recruitment,nan,83.0,
30.0,Female,Europe,Engineering,"Python, Tableau",,ML Engineer,84238.84,Referral,Pending,70.0,4.0
35.0,Female,Africa,Computer Science,nan,5.0,Data Scientist,83482.01,Campus Recruitment,Rejected,44.0,4.0
26.0,Prefer Not to Say,Europe,Business,"Excel, R",0.0,BI Analyst,83910.59,Referral,Pending,66.0,1.0
24.0,Non-Binary,North America,Engineering,"Python, Tableau",2.0,Data Engineer,65345.18,Campus Recruitment,Pending,99.0,2.0
40.0,Non-Binary,North America,Engineering,"Python, SQL",7.0,Data Engineer,36474.77,Campus Recruitment,Accepted,,
24.0,nan,South America,Computer Science,"SQL, PowerBI",0.0,BI Analyst,94019.21,Job Portal,nan,47.0,0.0
40.0,Non-Binary,Oceania,nan,"R, Excel",0.0,Data Analyst,61106.68,Job Portal,Rejected,,2.0
22.0,Female,Asia,Mathematics,"Python, SQL",3.0,nan,80764.23,Job Portal,nan,81.0,2.0
22.0,Male,Asia,Statistics,"Python, Tableau",7.0,nan,71825.23,Campus Recruitment,Pending,83.0,4.0
22.0,Male,Africa,nan,"Python, Tableau",2.0,Data Analyst,86931.01,nan,nan,70.0,2.0
30.0,Male,South America,Mathematics,nan,5.0,BI Analyst,69230.59,Referral,nan,84.0,3.0
24.0,Male,Asia,Mathematics,"Python, SQL",7.0,BI Analyst,71031.58,Job Portal,nan,66.0,2.0
40.0,Non-Binary,Oceania,nan,"Excel, R",1.0,BI Analyst,72698.67,Referral,Pending,84.0,2.0
26.0,Non-Binary,North America,nan,"Python, Tableau",,Data Engineer,76263.62,Referral,nan,70.0,4.0
20.0,nan,South America,Engineering,"Excel, R",2.0,Data Architect,51470.38,LinkedIn,nan,70.0,2.0
26.0,Non-Binary,Europe,Engineering,"Excel, R",7.0,nan,98134.39,Company Website,Accepted,44.0,1.0
20.0,Male,nan,Arts,"SQL, PowerBI",2.0,Data Architect,68939.85,Campus Recruitment,Rejected,44.0,5.0
28.0,Prefer Not to Say,nan,Arts,"Python, SQL",1.0,nan,78626.26,Company Website,Pending,91.0,0.0
26.0,Prefer Not to Say,South America,Business,"Python, SQL",5.0,ML Engineer,92737.81,Campus Recruitment,nan,,3.0
35.0,Female,South America,Business,"Excel, R",10.0,Data Engineer,69882.31,Referral,nan,53.0,0.0
35.0,Female,Oceania,Statistics,"SQL, PowerBI",3.0,nan,55059.49,Company Website,Accepted,68.0,1.0
32.0,Non-Binary,Oceania,nan,"Python, Tableau",7.0,Data Engineer,54582.77,LinkedIn,Rejected,83.0,2.0
24.0,Prefer Not to Say,Asia,Arts,"Python, Tableau",5.0,Data Analyst,63253.93,Company Website,Pending,68.0,4.0
20.0,Male,nan,nan,"Python, SQL",1.0,BI Analyst,75000.21,nan,nan,70.0,0.0
20.0,Male,Africa,Engineering,"Excel, R",5.0,Data Engineer,76568.7,Company Website,Pending,44.0,2.0
24.0,Male,Africa,Computer Science,"SQL, PowerBI",2.0,Data Engineer,86947.94,LinkedIn,nan,44.0,0.0
30.0,Non-Binary,Oceania,Arts,"SQL, PowerBI",3.0,BI Analyst,46950.63,LinkedIn,nan,83.0,2.0
32.0,Non-Binary,Asia,Engineering,"Python, Tableau",0.0,Data Architect,73325.53,Job Portal,Pending,49.0,4.0
30.0,nan,Asia,nan,"Python, Tableau",7.0,ML Engineer,79235.11,nan,Pending,78.0,5.0
30.0,Male,Asia,Arts,"R, Excel",5.0,Data Analyst,78672.29,Campus Recruitment,nan,79.0,1.0
30.0,Male,Oceania,Mathematics,"R, Excel",0.0,Data Scientist,33747.11,Referral,Pending,99.0,0.0
24.0,Non-Binary,Africa,Arts,"Excel, R",3.0,Data Architect,64420.27,Company Website,Rejected,84.0,3.0
30.0,Non-Binary,Asia,nan,"R, Excel",10.0,Data Engineer,82205.85,Company Website,Pending,66.0,
35.0,nan,Oceania,nan,"SQL, PowerBI",0.0,ML Engineer,57813.15,Referral,Pending,70.0,1.0
22.0,nan,Europe,Statistics,"R, Excel",5.0,Data Scientist,52205.63,LinkedIn,Pending,47.0,5.0
28.0,Female,Europe,nan,"Python, SQL",1.0,nan,78458.49,LinkedIn,Pending,79.0,4.0
20.0,Prefer Not to Say,North America,Mathematics,"Python, SQL",7.0,Data Architect,74487.52,Company Website,nan,99.0,5.0
20.0,Male,Europe,Engineering,nan,2.0,nan,73457.38,Company Website,Accepted,81.0,3.0
28.0,Male,South America,Mathematics,"Python, Tableau",10.0,Data Architect,60305.52,Referral,nan,79.0,
24.0,nan,North America,Arts,"Python, Tableau",2.0,BI Analyst,50280.0,Referral,nan,47.0,2.0
26.0,nan,Europe,Mathematics,"Excel, R",7.0,Data Scientist,84241.64,nan,Rejected,,5.0
24.0,Female,South America,Statistics,"Python, SQL",0.0,BI Analyst,120060.73,Campus Recruitment,nan,49.0,0.0
20.0,Prefer Not to Say,Europe,Computer Science,nan,2.0,nan,45696.7,LinkedIn,nan,43.0,
20.0,Female,Oceania,Mathematics,"Excel, R",7.0,Data Architect,85303.48,Job Portal,Rejected,83.0,
28.0,Prefer Not to Say,nan,nan,"Excel, R",7.0,Data Architect,67431.68,nan,Rejected,49.0,
30.0,Male,South America,Statistics,"R, Excel",2.0,Data Architect,74757.34,Job Portal,Pending,62.0,5.0
24.0,Female,Asia,Mathematics,"Python, Tableau",1.0,ML Engineer,69104.08,nan,nan,66.0,
40.0,nan,Oceania,Business,"Excel, R",0.0,Data Architect,102928.23,Referral,Rejected,83.0,
28.0,Female,nan,Computer Science,"Excel, R",,Data Scientist,57969.36,Campus Recruitment,nan,3.0,3.0
35.0,Female,South America,Engineering,"Python, Tableau",1.0,Data Analyst,60978.3,Company Website,nan,79.0,5.0
20.0,Male,Oceania,nan,"Python, Tableau",1.0,ML Engineer,71142.68,Referral,nan,83.0,1.0
28.0,nan,Asia,Statistics,"Python, SQL",3.0,Data Scientist,78511.85,Referral,Pending,79.0,5.0
24.0,nan,South America,Mathematics,"Python, Tableau",0.0,Data Engineer,90023.72,nan,Pending,68.0,3.0
20.0,Non-Binary,South America,Computer Science,"R, Excel",10.0,Data Scientist,77374.77,Referral,nan,81.0,4.0
26.0,Non-Binary,nan,Engineering,"Python, SQL",1.0,nan,73382.44,Job Portal,Accepted,79.0,3.0
28.0,Non-Binary,Oceania,Computer Science,nan,5.0,Data Scientist,63373.66,Referral,nan,53.0,0.0
32.0,Male,Europe,Statistics,"Excel, R",2.0,Data Analyst,77686.69,Campus Recruitment,Pending,70.0,5.0
20.0,Female,South America,Business,"R, Excel",0.0,ML Engineer,59296.6,Job Portal,Rejected,83.0,0.0
24.0,nan,Europe,Statistics,"R, Excel",3.0,Data Engineer,73031.02,Campus Recruitment,nan,79.0,2.0
22.0,nan,South America,Statistics,"Python, SQL",1.0,Data Architect,66730.35,nan,Pending,78.0,3.0
40.0,Female,Africa,Engineering,"Excel, R",5.0,ML Engineer,55261.59,Job Portal,Rejected,78.0,3.0
,nan,North America,Engineering,"Python, SQL",2.0,ML Engineer,93380.07,nan,Pending,62.0,4.0
30.0,Female,Europe,Mathematics,"SQL, PowerBI",2.0,Data Engineer,55305.16,Campus Recruitment,Accepted,99.0,0.0
,Male,Europe,Arts,"SQL, PowerBI",10.0,nan,64090.91,LinkedIn,Pending,47.0,
24.0,Male,nan,Statistics,"Python, SQL",,Data Engineer,46226.29,LinkedIn,nan,53.0,1.0
35.0,Male,Asia,Engineering,"Excel, R",5.0,Data Analyst,67480.57,Job Portal,Rejected,44.0,2.0
35.0,Female,Africa,Statistics,"Excel, R",0.0,nan,76503.62,LinkedIn,nan,53.0,
22.0,Female,Asia,Statistics,"Python, Tableau",2.0,BI Analyst,56399.42,Company Website,nan,70.0,3.0
30.0,Prefer Not to Say,Africa,Engineering,"R, Excel",2.0,Data Analyst,42714.49,nan,Accepted,99.0,2.0
32.0,nan,Africa,Business,"Python, SQL",2.0,nan,64374.63,Campus Recruitment,Pending,53.0,3.0
22.0,nan,Oceania,Business,"R, Excel",,nan,67649.55,Job Portal,Accepted,68.0,5.0
,Prefer Not to Say,Oceania,Statistics,"R, Excel",,Data Architect,66472.2,nan,Pending,70.0,3.0
22.0,Prefer Not to Say,Oceania,Business,"SQL, PowerBI",7.0,Data Engineer,93778.41,LinkedIn,Accepted,53.0,4.0
,Male,South America,Statistics,"SQL, PowerBI",1.0,Data Scientist,75023.99,Job Portal,Pending,49.0,3.0
20.0,Prefer Not to Say,nan,Mathematics,nan,1.0,Data Scientist,73846.31,Company Website,Rejected,68.0,2.0
35.0,Female,Asia,Engineering,"Python, SQL",2.0,ML Engineer,74949.2,Job Portal,nan,47.0,2.0
20.0,Non-Binary,North America,Statistics,nan,3.0,ML Engineer,74853.75,Job Portal,Pending,70.0,4.0
40.0,Female,Africa,Business,"Python, SQL",,BI Analyst,63352.23,nan,Rejected,79.0,4.0
30.0,Prefer Not to Say,Africa,Business,"Excel, R",7.0,nan,55966.39,Referral,Pending,47.0,2.0
32.0,nan,nan,Computer Science,"Python, SQL",2.0,BI Analyst,107070.76,Referral,Pending,43.0,2.0
,Female,Europe,Computer Science,"Excel, R",0.0,BI Analyst,67806.96,Referral,nan,47.0,3.0
32.0,nan,South America,nan,"Excel, R",10.0,BI Analyst,70324.39,Referral,nan,83.0,
,Female,North America,Business,"Python, SQL",10.0,Data Scientist,70679.01,Campus Recruitment,Rejected,79.0,0.0
24.0,nan,Oceania,nan,"Excel, R",7.0,nan,58645.04,Company Website,nan,62.0,2.0
22.0,Female,Africa,nan,"R, Excel",3.0,Data Engineer,72676.88,Job Portal,nan,49.0,1.0
40.0,nan,Europe,nan,"Excel, R",,Data Architect,50815.47,nan,Rejected,81.0,0.0
35.0,Non-Binary,Asia,Mathematics,"R, Excel",0.0,Data Architect,80738.69,Company Website,nan,91.0,1.0
,Male,Africa,Arts,"R, Excel",,BI Analyst,66157.32,Job Portal,Rejected,81.0,0.0
32.0,Female,Europe,Statistics,"R, Excel",,nan,86923.66,nan,Rejected,83.0,2.0
40.0,Non-Binary,Asia,Computer Science,"Python, Tableau",5.0,Data Analyst,77760.47,Referral,nan,84.0,4.0
26.0,Male,South America,Statistics,nan,5.0,Data Architect,75906.44,Campus Recruitment,Pending,81.0,4.0
26.0,Female,Oceania,Computer Science,"Python, Tableau",1.0,BI Analyst,58093.61,Job Portal,nan,62.0,2.0
20.0,Non-Binary,nan,Engineering,"Excel, R",7.0,Data Scientist,71052.89,Job Portal,nan,83.0,0.0
35.0,Non-Binary,Asia,Engineering,nan,1.0,ML Engineer,81333.97,LinkedIn,Pending,68.0,2.0
24.0,Non-Binary,Africa,Business,nan,1.0,Data Analyst,71748.36,Campus Recruitment,nan,71.0,
32.0,Prefer Not to Say,North America,Engineering,nan,,BI Analyst,49636.2,Campus Recruitment,nan,,0.0
22.0,nan,Asia,Engineering,"Python, SQL",7.0,Data Scientist,84781.71,Campus Recruitment,Pending,71.0,5.0
22.0,Male,North America,Arts,"Excel, R",10.0,ML Engineer,81338.29,Company Website,Rejected,79.0,
32.0,nan,North America,nan,"Python, Tableau",5.0,BI Analyst,47490.02,Referral,Pending,68.0,2.0
30.0,nan,Asia,Mathematics,nan,7.0,Data Scientist,71887.73,LinkedIn,Pending,84.0,
24.0,nan,nan,Business,nan,0.0,Data Scientist,82229.25,Company Website,Accepted,,
40.0,Non-Binary,nan,Arts,"SQL, PowerBI",3.0,Data Engineer,61006.44,nan,Accepted,68.0,5.0
,nan,South America,Business,nan,1.0,Data Scientist,50124.53,Referral,Rejected,,
30.0,Prefer Not to Say,nan,Mathematics,nan,10.0,BI Analyst,53878.96,Job Portal,nan,43.0,1.0
,Female,Asia,Business,"SQL, PowerBI",5.0,nan,68366.71,LinkedIn,Rejected,68.0,5.0
,Non-Binary,nan,Statistics,"Excel, R",1.0,Data Scientist,83959.27,Company Website,nan,71.0,2.0
30.0,Male,Europe,Statistics,"Python, Tableau",10.0,Data Analyst,53690.52,LinkedIn,Accepted,44.0,0.0
20.0,Female,Oceania,Statistics,"R, Excel",,Data Scientist,53803.67,Referral,Pending,47.0,3.0
26.0,Female,North America,Engineering,"Python, Tableau",2.0,Data Scientist,65448.58,nan,Pending,84.0,5.0
,Female,Oceania,Mathematics,"Excel, R",3.0,Data Architect,80314.58,nan,Rejected,43.0,4.0
30.0,nan,Africa,Arts,"Python, Tableau",0.0,Data Analyst,96307.03,Company Website,Pending,49.0,3.0
30.0,nan,North America,Arts,"SQL, PowerBI",1.0,BI Analyst,71318.73,nan,Pending,78.0,2.0
28.0,Non-Binary,Africa,Computer Science,nan,2.0,ML Engineer,59878.48,Company Website,Accepted,47.0,0.0
20.0,nan,Europe,Arts,nan,2.0,Data Engineer,58054.58,LinkedIn,Accepted,78.0,4.0
35.0,nan,Europe,nan,"R, Excel",10.0,Data Architect,90582.53,Job Portal,Rejected,53.0,2.0
28.0,nan,Oceania,Statistics,"Excel, R",3.0,ML Engineer,51057.06,Job Portal,nan,68.0,3.0
28.0,Non-Binary,Europe,nan,nan,5.0,BI Analyst,72907.61,Job Portal,Rejected,91.0,4.0
32.0,Non-Binary,Asia,nan,"Excel, R",5.0,BI Analyst,89764.99,Referral,Accepted,68.0,2.0
26.0,Prefer Not to Say,North America,Statistics,"Python, SQL",1.0,Data Architect,67625.3,LinkedIn,Pending,83.0,4.0
30.0,Prefer Not to Say,Africa,Computer Science,"R, Excel",1.0,Data Analyst,53783.98,nan,nan,81.0,1.0
26.0,Prefer Not to Say,nan,Engineering,"Excel, R",5.0,ML Engineer,77938.26,Referral,Accepted,91.0,
24.0,Prefer Not to Say,Oceania,Arts,"Python, Tableau",0.0,Data Scientist,71559.36,Referral,Accepted,78.0,4.0
32.0,Female,Oceania,Mathematics,"Python, Tableau",0.0,Data Analyst,77056.1,nan,nan,71.0,1.0
35.0,Female,Europe,Computer Science,"Python, Tableau",2.0,Data Analyst,78679.31,Job Portal,nan,43.0,5.0
26.0,Prefer Not to Say,Europe,Arts,"Python, Tableau",3.0,Data Engineer,77766.53,Job Portal,Rejected,70.0,4.0
22.0,Prefer Not to Say,Africa,Engineering,"Excel, R",0.0,Data Analyst,74440.48,Job Portal,nan,84.0,4.0
,Male,North America,nan,"SQL, PowerBI",1.0,ML Engineer,80154.78,nan,nan,66.0,4.0
24.0,Female,North America,Mathematics,"R, Excel",,BI Analyst,90235.96,LinkedIn,Pending,66.0,1.0
20.0,Male,Oceania,Mathematics,"Python, Tableau",10.0,Data Architect,58248.57,LinkedIn,Rejected,99.0,2.0
35.0,Male,Africa,nan,"Excel, R",,Data Engineer,66015.09,nan,nan,83.0,3.0
24.0,nan,Oceania,Engineering,nan,0.0,Data Architect,81906.31,Job Portal,Rejected,53.0,4.0
,Non-Binary,nan,Arts,nan,3.0,Data Architect,68907.8,Referral,nan,81.0,5.0
32.0,Female,South America,nan,"Excel, R",1.0,Data Scientist,51044.67,LinkedIn,Accepted,53.0,3.0
,Prefer Not to Say,North America,Business,"Python, Tableau",3.0,nan,74992.75,Company Website,Accepted,44.0,3.0
28.0,Prefer Not to Say,Africa,Arts,"Python, SQL",5.0,ML Engineer,62628.78,Referral,Rejected,83.0,4.0
,Non-Binary,nan,nan,"Excel, R",3.0,Data Scientist,101805.28,nan,Accepted,84.0,1.0
28.0,Female,Africa,nan,"R, Excel",3.0,nan,84899.37,Referral,Accepted,83.0,0.0
32.0,Prefer Not to Say,Oceania,Computer Science,"R, Excel",3.0,nan,87394.26,Campus Recruitment,nan,70.0,0.0
40.0,Prefer Not to Say,Europe,Computer Science,"Python, SQL",1.0,Data Analyst,70625.28,LinkedIn,Pending,83.0,0.0
28.0,nan,Africa,Arts,nan,3.0,ML Engineer,74657.83,Company Website,nan,66.0,4.0
20.0,Male,Oceania,Statistics,nan,3.0,Data Architect,64864.24,LinkedIn,Pending,70.0,3.0
,Prefer Not to Say,Asia,Computer Science,"Excel, R",10.0,nan,57428.81,Referral,Rejected,84.0,0.0
,Female,Europe,Business,"Python, SQL",,Data Engineer,56323.69,nan,Pending,44.0,
20.0,Non-Binary,Europe,Statistics,"Excel, R",,Data Architect,102049.04,LinkedIn,Rejected,44.0,5.0
22.0,nan,North America,Business,"Excel, R",10.0,Data Engineer,75952.95,Referral,Pending,62.0,4.0
30.0,Female,South America,Mathematics,"Python, SQL",7.0,Data Scientist,50159.63,Company Website,Accepted,79.0,4.0
40.0,nan,North America,Computer Science,nan,7.0,BI Analyst,84422.3,Referral,Accepted,84.0,4.0
35.0,Male,Asia,nan,"SQL, PowerBI",10.0,nan,109347.77,nan,Rejected,44.0,1.0
28.0,Prefer Not to Say,Oceania,Statistics,"Python, Tableau",2.0,Data Architect,46965.19,Job Portal,Pending,70.0,10.0
20.0,Female,Europe,Arts,"Python, Tableau",,Data Engineer,79004.27,nan,Accepted,99.0,2.0
32.0,Non-Binary,Europe,Statistics,"Python, Tableau",1.0,Data Scientist,53159.91,Referral,Rejected,66.0,1.0
28.0,Male,nan,nan,"Python, SQL",7.0,BI Analyst,87332.66,Job Portal,Pending,71.0,3.0
30.0,Male,Africa,Mathematics,"Excel, R",3.0,ML Engineer,37908.42,Company Website,Accepted,70.0,4.0
32.0,nan,South America,Business,"Excel, R",0.0,Data Engineer,71182.92,Company Website,nan,83.0,1.0
24.0,Male,South America,Mathematics,"R, Excel",3.0,Data Engineer,76656.16,Referral,Pending,49.0,0.0
,Female,Africa,Engineering,"Excel, R",0.0,Data Architect,49230.77,Job Portal,Rejected,83.0,
24.0,nan,Asia,Computer Science,nan,,Data Architect,76660.96,Referral,nan,91.0,
28.0,Male,South America,Arts,"SQL, PowerBI",10.0,Data Scientist,63027.59,Company Website,nan,62.0,2.0
30.0,Non-Binary,Europe,Business,"Python, Tableau",,Data Engineer,95847.18,Job Portal,Rejected,84.0,
40.0,Female,Asia,Mathematics,nan,10.0,nan,48643.36,Campus Recruitment,nan,68.0,4.0
28.0,Non-Binary,North America,Arts,nan,5.0,Data Scientist,83627.45,Campus Recruitment,Rejected,53.0,1.0
20.0,Non-Binary,North America,Computer Science,"SQL, PowerBI",5.0,Data Engineer,68500.44,Company Website,Accepted,68.0,0.0
26.0,nan,Asia,nan,"Python, Tableau",10.0,Data Scientist,89404.57,nan,Rejected,49.0,
28.0,Prefer Not to Say,Europe,Arts,"Python, SQL",10.0,nan,89749.42,Job Portal,nan,70.0,0.0
,nan,nan,Computer Science,"SQL, PowerBI",1.0,nan,66225.73,Referral,nan,62.0,
,Female,North America,Computer Science,nan,1.0,Data Engineer,69329.73,nan,Pending,49.0,1.0
28.0,Female,Oceania,Computer Science,"Excel, R",,ML Engineer,83631.13,nan,nan,81.0,1.0
32.0,nan,Europe,Mathematics,"Python, Tableau",10.0,Data Architect,77829.41,Company Website,Accepted,49.0,
26.0,Prefer Not to Say,Africa,nan,"R, Excel",5.0,ML Engineer,68240.39,Company Website,Rejected,62.0,5.0
20.0,nan,South America,Computer Science,"SQL, PowerBI",1.0,nan,57499.15,LinkedIn,Rejected,91.0,5.0
28.0,Female,nan,Arts,nan,10.0,Data Scientist,75479.86,nan,nan,99.0,5.0
32.0,Prefer Not to Say,nan,nan,"Python, SQL",0.0,nan,53333.62,nan,Accepted,66.0,5.0
,Female,Asia,Engineering,nan,0.0,ML Engineer,79723.64,Referral,Rejected,83.0,3.0
,Prefer Not to Say,South America,Arts,"R, Excel",2.0,Data Scientist,86658.72,Referral,Pending,71.0,4.0
30.0,Prefer Not to Say,Africa,Mathematics,"Python, SQL",,Data Architect,57606.88,Campus Recruitment,Accepted,53.0,5.0
28.0,nan,North America,Computer Science,"Python, Tableau",1.0,nan,63741.3,LinkedIn,Pending,70.0,0.0
26.0,nan,nan,nan,"SQL, PowerBI",1.0,Data Scientist,60540.68,nan,Pending,78.0,
22.0,nan,Oceania,Engineering,"Python, SQL",2.0,Data Architect,85808.3,Referral,Rejected,43.0,3.0
26.0,Prefer Not to Say,Europe,Mathematics,"R, Excel",3.0,Data Analyst,70820.62,nan,Accepted,43.0,0.0
,Prefer Not to Say,nan,Business,nan,0.0,ML Engineer,64509.47,Referral,nan,71.0,1.0
,Female,nan,Business,"R, Excel",3.0,Data Analyst,79713.0,Campus Recruitment,Rejected,68.0,0.0
24.0,Non-Binary,Europe,Business,"Excel, R",7.0,nan,62788.75,LinkedIn,Pending,91.0,
,nan,Africa,Engineering,"Python, SQL",2.0,Data Architect,66943.45,LinkedIn,Rejected,43.0,0.0
20.0,Female,Asia,nan,"SQL, PowerBI",7.0,Data Architect,53275.74,Job Portal,Rejected,84.0,4.0
35.0,Female,nan,Arts,"SQL, PowerBI",10.0,Data Analyst,82579.71,nan,Pending,91.0,1.0
28.0,Male,nan,Engineering,nan,,nan,53620.66,Company Website,Rejected,70.0,0.0
26.0,nan,South America,nan,nan,7.0,Data Architect,91494.13,Job Portal,nan,53.0,2.0
35.0,Female,Oceania,Engineering,nan,,Data Engineer,73584.79,LinkedIn,Pending,83.0,3.0
32.0,Male,North America,nan,"Excel, R",1.0,Data Scientist,67649.26,nan,Accepted,66.0,5.0
22.0,nan,Asia,Engineering,"R, Excel",3.0,BI Analyst,69803.53,Campus Recruitment,Pending,84.0,5.0
20.0,Prefer Not to Say,Oceania,Business,nan,1.0,Data Analyst,95649.28,Job Portal,nan,53.0,0.0
26.0,Male,Oceania,Statistics,"Python, SQL",10.0,Data Engineer,49807.62,Campus Recruitment,Accepted,81.0,0.0
35.0,Prefer Not to Say,Africa,nan,nan,,ML Engineer,50919.2,LinkedIn,Pending,49.0,3.0
22.0,Non-Binary,Africa,nan,"R, Excel",,BI Analyst,84390.86,nan,Pending,44.0,0.0
24.0,Non-Binary,Europe,nan,"Python, SQL",2.0,Data Architect,56179.73,Campus Recruitment,Rejected,84.0,1.0
20.0,Non-Binary,North America,Arts,"Python, SQL",5.0,Data Scientist,58912.0,Job Portal,Accepted,99.0,0.0
20.0,Non-Binary,Asia,Statistics,"Python, SQL",1.0,Data Engineer,63353.85,LinkedIn,nan,83.0,1.0
24.0,Female,Europe,Statistics,"R, Excel",7.0,BI Analyst,86882.08,LinkedIn,nan,47.0,
28.0,Non-Binary,nan,Engineering,nan,10.0,Data Scientist,82143.19,Job Portal,Pending,83.0,1.0
24.0,Female,North America,Arts,"R, Excel",7.0,Data Scientist,67882.3,nan,Rejected,84.0,1.0
20.0,Female,South America,Statistics,"R, Excel",3.0,BI Analyst,76007.74,Company Website,nan,81.0,5.0
20.0,nan,South America,Computer Science,"Python, Tableau",3.0,Data Engineer,75644.96,Job Portal,Rejected,83.0,3.0
35.0,Female,Europe,Engineering,"R, Excel",2.0,Data Architect,54962.12,Job Portal,Accepted,66.0,
,Female,Asia,Engineering,"Excel, R",3.0,BI Analyst,55982.51,nan,Rejected,79.0,1.0
22.0,Non-Binary,North America,Engineering,"Python, Tableau",0.0,Data Analyst,39449.59,Referral,Rejected,44.0,0.0
24.0,Female,South America,Computer Science,"Python, SQL",1.0,Data Scientist,92358.98,LinkedIn,Pending,81.0,4.0
22.0,Prefer Not to Say,South America,Computer Science,nan,10.0,ML Engineer,59948.67,Referral,nan,47.0,1.0
24.0,Non-Binary,Asia,Business,"SQL, PowerBI",10.0,Data Architect,70203.83,Referral,Accepted,83.0,0.0
32.0,Male,Europe,Mathematics,nan,7.0,nan,78083.62,Referral,nan,83.0,0.0
20.0,Non-Binary,Africa,Arts,"Python, Tableau",0.0,nan,55430.98,Campus Recruitment,Accepted,53.0,2.0
,Female,nan,Mathematics,"Python, Tableau",2.0,BI Analyst,57286.06,Job Portal,Accepted,53.0,0.0
35.0,Prefer Not to Say,Oceania,Engineering,"Python, SQL",7.0,BI Analyst,56186.17,Referral,nan,49.0,2.0
,Non-Binary,nan,Statistics,"R, Excel",0.0,Data Scientist,26547.8,Campus Recruitment,Accepted,62.0,0.0
,Prefer Not to Say,North America,Engineering,"R, Excel",10.0,Data Scientist,69022.91,Campus Recruitment,nan,62.0,1.0
,Male,South America,Statistics,"Python, Tableau",0.0,BI Analyst,105057.4,LinkedIn,Rejected,84.0,5.0
22.0,Male,Oceania,Business,"R, Excel",10.0,nan,62058.4,Job Portal,Accepted,,2.0
24.0,nan,Oceania,nan,"Python, Tableau",7.0,ML Engineer,62468.13,nan,nan,49.0,2.0
40.0,nan,Africa,Mathematics,nan,1.0,Data Scientist,64452.82,Company Website,Rejected,44.0,
